policy_id,policy_start_date,policy_end_date,renewal_count,avg_premium_paid,total_claim_amount,number_of_claims,engagement_touches,last_renewal_months_ago
POL102514,1/25/18,7/26/20,4,651.81,689.34,1,1,24
POL102515,8/30/15,9/22/19,6,448.82,0,0,2,27
POL102516,3/29/21,9/26/25,2,635.19,1566.77,2,5,0
POL102517,2/27/17,7/21/19,4,524.12,4231.56,3,9,13
POL102518,12/15/16,4/16/20,0,454.74,657.68,1,4,18
POL102519,1/28/17,8/14/20,3,553.29,1634.96,1,3,30
POL102520,10/20/22,10/31/24,1,647.3,0,0,4,14
POL102521,2/14/17,5/18/21,4,750.21,1821.76,1,5,18
POL102522,8/5/22,9/18/24,2,561.91,3457.43,2,4,37
POL102523,2/25/21,4/6/22,3,588.21,0,0,6,31
POL102524,3/20/15,1/4/20,4,720.59,1658.42,4,4,30
POL102525,5/5/17,10/24/18,5,610.63,0,0,3,36
POL102526,11/19/21,12/4/22,2,657.23,1760.91,1,7,25
POL102527,3/13/22,7/10/23,4,611.7,1014.71,2,5,47
POL102528,12/10/18,3/31/23,5,630.41,3955.59,7,2,40
POL102529,11/1/21,9/11/26,4,438.15,1224.81,1,4,24
POL102530,11/4/20,9/21/25,5,618.35,766.1,1,3,46
POL102531,11/18/20,3/10/25,1,814.18,0,0,2,39
POL102532,10/28/17,5/21/22,3,625.35,1278.88,1,6,7
POL102533,4/24/17,3/3/20,5,474.94,1866.76,2,3,3
POL102534,3/28/15,3/3/17,1,821.48,538.95,1,2,30
POL102535,9/21/20,5/19/23,0,708.21,6046.26,5,3,31
POL102536,2/12/16,5/27/20,1,715.14,1915.84,2,5,33
POL102537,6/4/22,3/23/26,2,711.08,3097.36,2,5,47
POL102538,7/27/19,7/1/22,3,431.04,1424.05,3,7,2
POL102539,5/28/15,4/1/17,1,697.17,6775.21,5,3,40
POL102540,5/13/21,6/25/24,2,807.69,0,0,0,25
POL102541,8/20/15,2/18/20,2,527.97,1980.61,2,3,3
POL102542,5/4/20,5/23/22,5,310.71,1389.78,2,0,1
POL102543,1/1/16,1/25/17,1,654.84,351.72,1,5,18
POL102544,8/2/19,6/16/21,3,604.91,0,0,4,22
POL102545,3/11/16,12/7/17,2,367.86,1709.79,2,5,24
POL102546,2/3/16,11/26/19,4,690.81,1457.85,1,7,46
POL102547,5/19/18,10/3/21,5,679.54,0,0,5,6
POL102548,11/15/18,7/9/22,3,380.08,0,0,9,7
POL102549,12/21/21,1/22/26,3,883.4,0,0,3,2
POL102550,1/31/22,5/28/24,3,712.67,0,0,2,22
POL102551,7/16/16,5/27/19,2,316.46,3775.75,2,3,46
POL102552,10/25/21,4/25/26,3,722.83,0,0,7,32
POL102553,7/8/18,2/23/21,6,718.47,2861.96,2,1,47
POL102554,2/11/17,3/23/18,2,812.25,0,0,8,27
POL102555,7/25/21,7/25/22,1,506.42,3473.17,2,4,21
POL102556,7/30/20,1/18/25,3,725,3026.49,2,1,34
POL102557,1/11/22,9/30/25,1,564.5,2344.23,3,5,33
POL102558,9/5/18,6/24/20,4,516.53,1319.28,1,4,29
POL102559,12/25/20,11/5/25,5,470.25,2062.66,2,2,46
POL102560,4/23/19,11/27/23,2,314.53,622.41,2,7,35
POL102561,9/18/17,6/9/22,3,681.06,3345.92,2,6,13
POL102562,8/12/21,4/2/25,0,559.04,2035.25,4,3,8
POL102563,5/31/18,7/17/20,1,200,2333.85,2,6,21
POL102564,12/26/15,1/27/18,7,611.3,871.58,1,4,27
POL102565,7/9/17,8/11/18,6,773.68,1763.1,2,9,40
POL102566,7/4/21,10/23/24,2,403.95,1111.52,1,4,13
POL102567,11/15/21,1/2/26,2,493.11,3989.88,2,3,14
POL102568,8/20/17,12/27/19,3,666.14,0,0,1,36
POL102569,1/2/20,8/12/22,4,216.17,0,0,3,23
POL102570,11/23/22,1/28/26,3,519.95,0,0,4,33
POL102571,6/2/19,1/23/22,4,651.99,701.69,1,4,42
POL102572,6/29/19,2/28/22,1,515.83,1438.3,3,2,44
POL102573,1/25/21,7/27/25,4,405.3,1541.18,4,3,43
POL102574,8/5/15,5/2/19,3,412.49,0,0,3,2
POL102575,1/13/16,2/4/17,4,358.18,3098.94,3,1,22
POL102576,4/29/15,10/28/17,4,505.04,1025.43,1,4,19
POL102577,7/9/15,8/5/18,4,758.5,615.43,1,1,44
POL102578,9/15/22,7/18/26,3,954.28,0,0,8,14
POL102579,1/5/16,4/14/20,0,605.43,2598.8,5,2,42
POL102580,12/7/19,5/11/22,4,715.24,7424.16,4,5,15
POL102581,1/5/21,11/22/22,3,458.88,0,0,1,6
POL102582,10/13/16,2/3/20,6,286.25,0,0,4,32
POL102583,2/26/20,4/28/22,1,877.74,5811.16,3,4,18
POL102584,2/20/19,10/11/22,3,510.74,823.5,1,4,17
POL102585,2/8/17,7/15/21,3,707.81,1064.96,1,3,40
POL102586,8/18/21,3/7/26,3,623.77,783.26,1,3,17
POL102587,2/19/17,10/30/19,3,749.19,4614.95,3,5,2
POL102588,9/13/19,7/7/23,2,743.11,1125.66,1,7,2
POL102589,1/16/21,11/27/25,3,641.66,1050.07,2,7,35
POL102590,7/26/21,3/2/23,3,658.17,477.15,1,5,15
POL102591,8/4/18,11/25/22,3,781.89,0,0,6,42
POL102592,6/3/18,8/25/21,2,538.55,1406.08,2,2,22
POL102593,6/6/16,4/3/20,2,833.34,534.25,1,1,22
POL102594,6/5/16,12/23/18,2,493.82,0,0,5,14
POL102595,2/21/17,9/8/20,5,611.49,3329.4,2,3,8
POL102596,5/9/21,2/15/23,2,694.38,1547.86,2,6,39
POL102597,7/24/17,11/29/20,6,355.64,1539.87,2,1,37
POL102598,2/8/21,7/14/23,4,807.28,5152.79,3,5,17
POL102599,8/16/19,5/15/21,3,671.39,0,0,3,37
POL102600,5/2/16,6/21/18,3,1095.15,1348.44,1,4,5
POL102601,1/25/20,3/16/22,0,912.1,5770.57,3,5,43
POL102602,4/25/17,1/28/19,5,598.36,1730.22,1,3,36
POL102603,12/11/20,10/27/25,2,867.84,0,0,3,45
POL102604,10/8/22,3/2/24,3,727.1,843.85,1,3,5
POL102605,9/27/21,5/6/24,3,634.67,1084.07,2,5,20
POL102606,6/26/20,1/17/24,4,351.1,1913.71,1,5,29
POL102607,10/15/19,6/12/24,2,386.47,0,0,2,27
POL102608,11/16/16,8/16/21,5,600.66,1398.98,2,4,19
POL102609,11/30/20,5/22/22,1,525.7,4315.47,3,5,18
POL102610,12/9/20,4/14/24,4,633.78,5192.32,3,11,13
POL102611,4/17/19,8/26/22,0,805.86,0,0,4,0
POL102612,5/30/18,11/16/21,6,729.74,1238.11,2,0,26
POL102613,2/8/15,11/29/17,2,495.56,957.18,3,5,31
POL102614,12/19/21,8/21/26,2,738.74,3001.01,3,4,28
POL102615,2/18/17,10/7/18,1,462.89,1829.04,1,1,30
POL102616,6/10/18,9/4/19,4,428.66,5505.2,3,9,24
POL102617,1/5/21,9/30/23,1,657.25,0,0,0,6
POL102618,6/1/22,6/18/24,4,477.82,647.4,1,7,38
POL102619,4/11/20,7/19/22,3,503.72,0,0,2,45
POL102620,10/29/15,12/24/18,2,749.1,4881.19,3,5,15
POL102621,4/4/21,4/24/23,3,698.65,0,0,2,43
POL102622,10/8/16,7/10/20,3,544.23,1173.54,1,3,10
POL102623,10/24/16,10/9/21,3,356.24,1306.28,1,4,17
POL102624,4/2/21,8/7/23,1,489.73,927.08,2,3,43
POL102625,10/26/19,9/25/24,2,891.31,0,0,4,41
POL102626,2/28/21,1/7/23,4,744.98,1986.51,1,5,4
POL102627,9/13/15,10/28/17,2,813.54,0,0,2,1
POL102628,8/20/16,8/1/18,5,638.4,3548.16,3,5,9
POL102629,10/23/16,1/21/18,4,547.34,0,0,8,25
POL102630,8/23/15,7/18/18,4,735.78,1217.85,1,4,23
POL102631,9/30/18,3/26/21,3,792.28,2550.98,2,5,25
POL102632,1/25/22,12/15/26,1,528.04,0,0,4,15
POL102633,12/17/22,11/29/24,0,493.02,1748.75,1,3,24
POL102634,2/8/17,5/9/18,2,371.81,962.57,1,5,37
POL102635,2/1/22,10/28/23,1,489.24,0,0,5,5
POL102636,8/1/15,5/20/18,1,700.34,637.16,2,3,11
POL102637,4/7/16,10/14/20,4,510.56,3284.47,2,3,8
POL102638,10/19/21,5/6/24,1,739.76,0,0,7,41
POL102639,10/10/15,12/28/18,3,895.08,6752.57,4,3,7
POL102640,1/26/19,9/6/23,5,603.72,751.59,1,6,30
POL102641,12/1/18,4/1/21,4,597.56,636.68,2,2,40
POL102642,3/29/15,4/29/19,5,682.29,0,0,4,31
POL102643,12/3/17,1/18/21,4,513.84,3951.32,2,3,6
POL102644,4/5/16,7/20/20,4,502.9,843.66,1,2,31
POL102645,5/14/21,8/5/25,2,507.37,1455,3,5,41
POL102646,10/4/21,5/29/23,0,428.16,1505.67,3,3,24
POL102647,9/21/19,7/8/21,2,734.97,0,0,1,32
POL102648,10/8/18,1/30/21,5,525.51,364,1,3,27
POL102649,7/6/22,7/25/24,6,766.71,3508.59,3,3,10
POL102650,5/29/16,8/24/20,1,679.39,663.36,1,2,30
POL102651,12/3/16,6/27/20,0,596.58,0,0,5,9
POL102652,7/12/19,6/16/24,4,721.44,539.3,1,1,1
POL102653,8/28/20,12/23/22,4,458.48,3092.27,3,5,45
POL102654,1/23/15,2/19/16,5,482.94,6582.29,5,3,43
POL102655,9/26/21,7/21/23,3,707.04,1621.6,4,3,3
POL102656,11/19/17,4/7/20,1,270.65,0,0,5,21
POL102657,1/5/20,10/18/24,5,602.19,814.29,1,2,44
POL102658,11/25/20,10/8/22,2,688.58,708.61,1,6,27
POL102659,7/28/18,5/17/22,4,796.63,2655.42,2,4,9
POL102660,2/8/18,8/17/22,1,827.32,0,0,6,1
POL102661,12/23/20,3/3/25,4,580.46,1372.19,1,2,30
POL102662,12/28/15,7/30/19,6,715.54,570.1,1,6,41
POL102663,12/16/20,9/13/24,1,479.35,785.71,1,4,22
POL102664,3/14/20,2/21/23,3,533.48,1969.36,3,11,15
POL102665,7/8/18,1/23/23,2,805.15,1218.86,1,8,8
POL102666,5/29/16,1/1/20,2,594.01,1083.81,1,4,42
POL102667,3/24/16,8/24/18,4,623.95,861.5,1,3,5
POL102668,4/7/20,5/7/22,5,445.03,4908.68,3,3,24
POL102669,2/15/19,8/31/22,1,663.39,459.76,1,4,3
POL102670,6/1/18,6/28/20,2,713.11,0,0,2,47
POL102671,1/30/20,8/3/24,4,708.45,1494.37,3,3,11
POL102672,5/23/17,5/9/19,4,418.3,6456.88,4,3,23
POL102673,11/25/21,8/3/25,4,749.99,925.99,1,3,26
POL102674,11/29/18,3/12/22,6,450.28,3541.89,2,1,47
POL102675,6/7/21,11/30/25,3,596.04,0,0,7,2
POL102676,3/28/21,2/8/26,4,357.28,0,0,7,11
POL102677,10/21/19,9/18/24,4,573.08,870.25,1,5,46
POL102678,7/11/17,5/23/21,1,449.46,1988.37,1,4,29
POL102679,11/29/20,11/6/24,2,532.67,5926.3,3,1,11
POL102680,11/2/17,4/26/21,1,608.99,1868,3,3,40
POL102681,11/17/18,9/22/23,2,724.08,0,0,3,41
POL102682,12/22/21,7/27/23,1,718.94,1210.38,1,4,39
POL102683,3/30/22,3/26/25,8,249.41,0,0,3,44
POL102684,3/31/21,10/3/25,2,701.75,1755.68,3,3,21
POL102685,4/3/22,2/14/27,2,630.94,3963.46,2,3,14
POL102686,11/10/15,9/5/19,6,515.97,1069.64,1,1,27
POL102687,2/26/22,1/26/27,2,467.94,513.86,1,8,16
POL102688,3/6/21,8/20/22,2,590.64,1330.29,2,5,43
POL102689,6/20/20,11/19/24,0,634.59,0,0,6,47
POL102690,11/3/17,11/8/19,1,656.68,1168.56,1,8,24
POL102691,7/15/19,2/1/24,1,570.41,2611.3,3,2,42
POL102692,3/19/22,12/29/25,4,221.37,6441.12,6,5,44
POL102693,11/14/19,11/9/24,2,525.7,2332.2,4,5,2
POL102694,10/11/17,6/19/21,5,422.45,1710.88,2,1,35
POL102695,12/29/17,8/11/21,3,908.28,419.54,1,4,30
POL102696,1/29/18,2/16/21,3,608.9,5437.52,3,7,14
POL102697,11/28/16,2/16/18,5,711.17,637.88,1,5,45
POL102698,12/19/20,10/18/22,3,695.27,1586.73,1,3,27
POL102699,11/5/18,3/25/21,3,646.55,0,0,5,42
POL102700,3/1/18,9/8/19,5,537.57,1106.48,1,2,30
POL102701,11/9/17,8/6/20,4,518.43,795.14,1,2,44
POL102702,4/13/20,3/30/24,1,296.91,1483.95,1,5,19
POL102703,1/27/22,11/12/25,4,621.33,3471.46,2,4,44
POL102704,10/10/17,2/23/21,3,645.06,3146.64,4,4,20
POL102705,8/15/15,2/27/18,1,592.83,2847.08,4,4,26
POL102706,1/3/20,9/29/21,3,621.51,1458.45,1,1,18
POL102707,2/1/19,4/16/22,2,419.04,631.76,1,9,35
POL102708,4/1/17,4/23/19,3,555.89,2775.46,2,2,11
POL102709,7/16/20,8/15/22,1,502.52,0,0,5,34
POL102710,5/20/17,4/7/19,1,699.75,4062.7,3,5,47
POL102711,9/18/21,1/11/24,2,606.15,1172.79,1,2,32
POL102712,2/27/21,3/22/23,4,504.03,493.64,1,2,35
POL102713,9/16/20,8/18/22,2,576.01,0,0,3,40
POL102714,12/1/19,3/3/23,2,444.07,2118.29,2,5,22
POL102715,7/7/15,2/18/19,4,550.77,1338.19,2,11,12
POL102716,12/16/17,4/21/20,2,687.4,900.75,1,6,29
POL102717,7/29/17,1/21/20,3,400.16,2273.15,2,3,9
POL102718,5/9/21,2/11/25,4,590.83,1366.93,3,4,40
POL102719,3/15/22,3/4/26,5,487.51,1927.94,1,3,19
POL102720,1/7/22,9/3/26,3,400.26,2862.91,2,4,5
POL102721,6/9/16,11/15/19,2,879.79,474.31,1,1,30
POL102722,12/2/15,5/9/17,5,788.07,1698.87,1,3,18
POL102723,7/8/22,11/13/24,4,510.29,0,0,3,2
POL102724,12/14/17,10/22/19,1,556.53,2629.12,2,2,9
POL102725,12/22/21,5/21/26,5,296.66,771.14,1,3,9
POL102726,9/14/22,2/23/24,2,361.13,6187.16,4,5,20
POL102727,1/27/22,5/13/23,3,430.8,1529.12,1,2,1
POL102728,6/11/15,1/10/19,2,594.96,2476.95,2,3,44
POL102729,8/16/16,3/29/21,10,582.79,0,0,7,38
POL102730,4/22/20,7/8/24,4,649.76,0,0,3,44
POL102731,1/15/21,8/6/23,3,701.79,1901.73,2,5,29
POL102732,3/1/15,12/13/16,4,641.7,0,0,2,45
POL102733,3/16/20,8/19/23,5,437.79,2622.04,3,2,27
POL102734,3/8/21,8/27/25,3,648.6,1463.4,1,6,17
POL102735,2/10/16,5/20/18,1,695.3,1712.44,1,3,13
POL102736,10/25/16,6/4/18,2,535.91,0,0,7,44
POL102737,2/6/18,7/13/21,3,323.04,0,0,2,18
POL102738,1/4/18,3/13/20,2,777.61,3430.98,2,5,39
POL102739,6/25/16,8/3/19,4,613.25,7256.79,4,2,35
POL102740,8/30/18,9/12/21,5,200,0,0,7,40
POL102741,9/24/17,2/22/20,0,910.54,345.74,1,4,11
POL102742,2/14/18,7/4/22,2,528.19,1481.43,1,4,19
POL102743,5/17/17,12/8/19,3,965.85,3265.71,2,4,33
POL102744,8/28/20,11/20/23,4,656.6,661.28,2,6,35
POL102745,3/7/16,9/24/19,2,569.6,1311.55,1,6,20
POL102746,1/9/17,2/5/20,0,627.54,3900.68,3,6,18
POL102747,10/5/18,3/25/23,2,493.61,0,0,8,40
POL102748,7/2/15,10/26/16,1,609.2,0,0,5,40
POL102749,11/30/20,4/23/22,4,901.59,0,0,5,42
POL102750,4/21/18,9/1/20,1,465.21,2901.04,2,6,41
POL102751,12/3/21,5/16/23,2,680,1179.1,1,3,34
POL102752,3/15/18,1/27/20,1,492.04,722.39,1,6,7
POL102753,4/10/17,9/24/20,4,574.79,1331.05,1,4,21
POL102754,7/10/19,11/29/21,1,896.49,1552.74,1,4,42
POL102755,2/10/18,11/16/21,2,678.97,1955.64,1,5,37
POL102756,9/11/22,6/6/25,4,711.85,2838.56,3,4,17
POL102757,4/20/16,8/28/19,3,610.63,409.6,1,5,7
POL102758,9/11/22,1/5/25,9,1004.32,5938.65,3,3,1
POL102759,8/19/18,7/15/22,1,457.55,1360.47,1,3,19
POL102760,8/28/17,8/12/20,0,363.09,1908.97,1,5,4
POL102761,10/16/17,11/1/18,1,852.9,476.51,1,3,41
POL102762,2/15/18,10/31/19,2,542.76,0,0,4,29
POL102763,1/11/20,5/8/24,1,661.54,527.69,1,5,17
POL102764,6/10/15,4/16/19,0,857.45,1720.37,1,3,43
POL102765,9/14/21,3/14/26,5,663.53,0,0,3,22
POL102766,7/17/15,6/1/18,5,934.62,2304.46,2,3,1
POL102767,7/7/18,6/1/22,7,620.43,617.23,1,5,41
POL102768,10/21/16,6/4/21,2,493.78,1032.2,2,2,43
POL102769,11/11/19,1/29/23,4,246.98,3899.64,3,5,36
POL102770,12/6/17,7/6/22,6,645.08,2321.68,2,1,41
POL102771,7/3/20,12/20/22,3,264.54,1481.14,1,3,31
POL102772,2/3/16,3/24/17,7,648.7,0,0,3,0
POL102773,9/30/19,1/27/21,3,818.93,1968.05,2,4,38
POL102774,5/2/19,10/26/22,4,597.44,672.63,2,4,0
POL102775,10/26/20,11/3/22,2,628.52,0,0,4,43
POL102776,12/11/20,8/7/24,3,737.35,3058.03,3,4,30
POL102777,3/16/15,4/27/17,2,700.43,0,0,5,38
POL102778,12/24/20,6/14/22,2,774.07,1391.04,1,6,7
POL102779,8/24/16,4/24/19,5,597.12,0,0,5,2
POL102780,4/16/17,5/31/20,2,262.33,2244.3,3,8,46
POL102781,3/9/19,12/25/22,3,776.4,0,0,2,11
POL102782,5/14/16,5/17/20,4,564.18,1310.6,4,2,33
POL102783,5/16/19,11/23/20,1,468.2,0,0,1,24
POL102784,5/18/15,1/9/18,1,650.39,0,0,2,35
POL102785,9/28/20,10/31/21,3,627.98,2823.71,2,3,6
POL102786,11/30/19,6/12/23,3,487.58,1205.62,1,3,14
POL102787,8/30/17,6/18/20,3,407.16,646.01,1,2,20
POL102788,7/1/19,11/30/21,3,670.26,1716.74,1,8,24
POL102789,2/29/20,6/22/22,1,472.52,2588.55,4,6,47
POL102790,4/20/21,3/26/24,3,617.16,0,0,1,37
POL102791,7/21/20,8/2/23,3,656.02,2504.59,4,4,36
POL102792,7/20/22,5/21/26,0,745.23,568.85,1,2,15
POL102793,3/15/20,12/1/22,2,917.87,0,0,7,0
POL102794,2/23/22,9/20/26,1,635.58,0,0,5,46
POL102795,9/5/22,11/3/25,3,536.2,0,0,3,36
POL102796,12/20/18,9/1/21,2,848.77,1922.35,1,2,44
POL102797,6/30/16,9/20/20,1,757.21,1383.96,2,3,13
POL102798,7/10/17,10/14/19,3,625.26,310.06,1,4,33
POL102799,8/3/16,6/26/18,3,635.47,1318.1,1,3,1
POL102800,10/4/18,3/31/20,4,604.04,2326.67,2,3,30
POL102801,5/10/20,10/9/21,1,624.33,0,0,6,18
POL102802,6/26/20,5/7/24,1,584.72,0,0,4,18
POL102803,9/27/20,9/20/22,7,453.78,2145.08,2,6,43
POL102804,12/4/16,1/4/21,1,601.33,788.85,1,3,22
POL102805,4/27/21,12/1/25,5,863.59,2300.28,3,7,29
POL102806,7/31/21,5/11/25,0,477.59,678.05,1,4,16
POL102807,6/14/19,1/12/22,7,559.31,865.3,1,6,1
POL102808,9/29/16,11/5/20,3,466.21,2700.98,3,1,10
POL102809,8/22/22,11/13/25,1,773.6,1649.84,2,5,13
POL102810,10/6/17,3/10/20,4,724.46,7855.52,4,6,40
POL102811,10/2/16,7/5/18,5,408.25,5656.93,3,10,28
POL102812,10/10/22,5/5/26,2,297.23,2553.33,2,4,18
POL102813,4/13/22,10/25/25,1,729.86,0,0,9,27
POL102814,2/5/20,7/1/23,2,399.11,1985.04,1,3,0
POL102815,10/27/22,2/20/26,6,724.24,3620.39,4,7,4
POL102816,4/20/18,5/18/19,1,504.29,2113.64,2,2,33
POL102817,11/16/16,11/9/21,4,704.25,3860.81,2,5,13
POL102818,1/26/20,5/3/21,4,666.62,2669.33,2,3,18
POL102819,7/7/15,9/5/18,2,519.53,1323.96,2,4,23
POL102820,6/8/19,12/6/20,1,468.15,1471.95,1,7,39
POL102821,8/15/19,12/26/23,0,686.37,649.77,1,3,16
POL102822,9/11/17,8/1/20,2,496.11,876.91,1,8,1
POL102823,7/1/16,2/5/21,4,766.35,686.85,1,3,30
POL102824,8/4/22,8/18/26,4,475.15,4298.8,6,1,16
POL102825,12/2/18,11/25/22,3,652.55,307.91,1,4,7
POL102826,5/25/17,11/6/21,5,541.47,5391.62,3,4,45
POL102827,9/9/16,8/13/18,5,600.86,0,0,3,16
POL102828,9/27/21,8/23/26,2,494.92,0,0,4,37
POL102829,9/27/18,4/3/23,2,573.21,895.76,2,4,25
POL102830,5/28/18,6/22/21,4,215.74,1245.23,1,4,42
POL102831,6/21/17,5/31/20,1,478.06,5963.89,3,2,39
POL102832,6/12/15,1/8/19,4,511.86,0,0,2,44
POL102833,5/28/20,9/1/24,5,589.22,0,0,3,39
POL102834,9/27/15,4/23/17,3,793.98,1045.12,1,1,6
POL102835,9/23/16,2/26/20,3,495.34,0,0,3,23
POL102836,6/24/17,1/19/22,4,812.1,3201.79,4,4,29
POL102837,7/7/20,4/18/22,1,470.79,1628.58,2,5,25
POL102838,6/30/19,12/4/22,3,433.78,3064.83,3,4,29
POL102839,7/24/15,11/28/19,4,317.37,834.05,1,6,34
POL102840,8/4/16,9/15/17,3,691.02,5568.19,3,2,1
POL102841,4/29/19,9/28/20,1,612.9,371.32,1,2,43
POL102842,4/20/17,5/28/20,4,682.13,698.77,1,3,3
POL102843,1/11/20,1/5/23,2,619.74,0,0,5,4
POL102844,6/5/18,4/17/20,4,598.62,3435.46,2,3,47
POL102845,9/16/19,2/12/21,1,642.66,2448.22,5,7,1
POL102846,7/1/19,3/27/23,4,922.87,3910.8,2,5,30
POL102847,3/28/22,7/19/23,2,528.91,4436.11,3,3,26
POL102848,4/16/21,8/9/24,4,908.15,2290.22,3,7,23
POL102849,5/24/17,1/30/22,2,727.85,0,0,5,44
POL102850,1/4/19,3/14/21,7,654.78,1610.27,2,2,3
POL102851,2/21/21,5/4/22,3,683.18,1665.11,3,6,27
POL102852,11/20/16,9/28/21,2,200,1590.01,2,4,4
POL102853,7/3/20,5/27/24,2,560.75,1286.16,1,6,26
POL102854,5/10/22,1/9/24,3,499.46,1704.15,1,2,43
POL102855,11/23/18,5/15/22,2,916.86,1836,2,6,46
POL102856,6/24/20,5/3/24,0,548.79,0,0,4,4
POL102857,11/2/16,10/4/18,0,595.53,1095.6,1,6,4
POL102858,3/17/18,12/14/20,4,593.09,0,0,2,47
POL102859,2/4/19,8/11/23,3,404.02,0,0,5,8
POL102860,8/1/17,3/4/19,2,515.97,1711.12,2,5,46
POL102861,2/24/21,8/11/25,0,722.53,3890.4,3,4,26
POL102862,12/20/18,7/26/20,3,280.23,3847.65,4,7,3
POL102863,12/14/21,9/12/23,9,646.7,4553.64,3,3,23
POL102864,6/14/17,4/1/22,3,464.78,0,0,5,26
POL102865,12/29/20,2/10/22,5,794.99,1473.54,2,6,0
POL102866,8/29/18,5/8/22,7,659.24,2048.61,2,7,31
POL102867,6/14/15,8/19/19,4,372.03,5436.02,3,2,15
POL102868,6/19/21,5/3/24,4,537.58,1274.65,1,0,22
POL102869,8/30/20,2/27/25,1,668.03,1941.17,1,4,27
POL102870,1/10/18,6/30/19,2,554.41,475.57,1,3,19
POL102871,10/20/19,2/18/24,3,621.77,1082.3,1,4,16
POL102872,6/10/21,11/24/23,4,597.11,2024.87,2,4,35
POL102873,4/22/20,7/10/23,2,730.02,2640.7,2,5,44
POL102874,1/6/16,4/3/17,2,665.93,1680.34,1,1,7
POL102875,2/24/20,3/22/23,0,592.77,3460.92,2,6,17
POL102876,5/2/17,11/7/18,2,602.69,1439.33,1,3,12
POL102877,1/19/16,2/22/20,2,437.57,1390.61,1,1,8
POL102878,4/15/20,6/2/24,2,820.11,1913.35,1,3,36
POL102879,10/28/21,7/26/26,4,1044.33,0,0,1,29
POL102880,2/29/16,5/30/17,2,550.45,1715.73,1,6,42
POL102881,1/17/21,6/2/22,4,607.15,1866.56,1,3,27
POL102882,9/20/16,6/21/18,3,752.26,3406.85,3,4,45
POL102883,6/13/17,1/12/21,1,751.42,1539.47,1,8,17
POL102884,12/12/21,4/17/26,3,626.75,1881.87,2,5,19
POL102885,7/2/21,11/5/24,6,453.57,570.09,1,6,47
POL102886,8/20/16,11/29/20,4,872.72,0,0,3,35
POL102887,5/25/21,11/5/24,2,702.19,0,0,3,18
POL102888,8/15/16,11/30/18,6,633.08,2155.84,2,2,4
POL102889,8/15/19,10/17/20,3,491.58,1783.89,1,3,33
POL102890,7/26/16,1/28/20,2,608.69,446.23,1,4,16
POL102891,9/6/20,5/12/25,5,327.83,351.73,1,1,27
POL102892,9/21/20,2/25/24,4,711.14,1331.01,1,6,35
POL102893,9/1/19,8/28/21,2,747.71,0,0,4,37
POL102894,10/6/21,8/30/25,4,634.46,1010.49,1,2,29
POL102895,6/26/15,2/17/18,2,455.96,2969.12,3,5,17
POL102896,6/12/16,1/22/18,1,667.78,447.25,1,7,5
POL102897,6/22/19,5/5/22,3,718.1,918.19,3,3,25
POL102898,8/23/17,11/20/18,2,488.51,1827.32,1,0,14
POL102899,2/26/19,7/8/20,3,740.1,2010.77,3,1,0
POL102900,7/17/15,11/17/16,5,678.68,0,0,2,16
POL102901,4/11/22,9/13/26,3,558.9,1952.27,1,2,30
POL102902,11/29/22,1/4/27,2,516.35,1705.5,1,7,1
POL102903,5/2/17,11/6/21,0,573.17,483.48,1,1,35
POL102904,3/18/19,7/13/20,2,454.4,2328.96,2,4,34
POL102905,8/31/20,5/23/22,2,639.04,0,0,3,26
POL102906,12/16/17,11/6/21,5,683.77,0,0,5,2
POL102907,11/29/22,11/22/26,1,775.29,0,0,0,45
POL102908,4/8/15,12/27/18,1,644.62,1077.67,1,5,19
POL102909,3/18/20,1/31/23,2,658.7,599.07,1,2,7
POL102910,3/10/16,9/9/19,2,559.8,2180.57,2,2,28
POL102911,9/28/16,12/2/19,3,468.88,5605.63,4,3,7
POL102912,8/10/16,11/23/19,1,535.51,4003.82,3,4,40
POL102913,12/10/15,10/10/17,2,814.21,419.89,1,3,26
POL102914,8/10/18,3/27/21,1,695.11,0,0,4,25
POL102915,6/2/20,6/10/21,0,661.11,1940.94,1,6,38
POL102916,7/24/16,3/22/19,4,327.69,2232.28,4,4,9
POL102917,9/2/16,8/17/19,2,646.92,0,0,5,29
POL102918,9/24/19,4/12/23,3,400.55,0,0,5,32
POL102919,4/9/21,12/24/25,4,411.24,996.45,1,7,35
POL102920,1/29/20,4/22/21,4,428.05,0,0,5,19
POL102921,2/21/22,1/15/25,6,484.07,2188.59,2,4,3
POL102922,8/17/17,7/30/21,3,725.01,5068.86,4,4,22
POL102923,9/10/20,9/28/21,4,633.99,4278.81,4,6,28
POL102924,9/4/21,11/23/25,1,458.53,1862.21,1,4,45
POL102925,5/13/21,10/24/24,4,512.89,3135.96,4,3,31
POL102926,6/15/16,3/11/19,5,674.75,0,0,6,36
POL102927,3/23/18,5/11/20,0,704.67,981.8,2,7,36
POL102928,8/27/21,7/6/25,1,620.04,1933.77,2,5,25
POL102929,12/27/17,11/21/19,5,427.88,4679.07,3,7,4
POL102930,3/16/20,8/17/22,5,538.12,682.19,1,3,23
POL102931,6/2/17,1/31/20,5,957.15,2605.22,2,3,42
POL102932,3/11/21,9/22/22,3,418.37,2243.37,4,5,1
POL102933,8/6/19,2/18/21,3,656.24,474.59,1,3,14
POL102934,8/20/21,3/24/26,5,918.12,2378.99,2,7,45
